timestamp,tick,q_stream,t2_stream,anomaly_active,predicted_regime,inventory,dynamic_barrier,ruin_probability,absorbed,round_trips_completed
2026-06-04 09:03:21.600000+00:00,231,,,False,NORMAL,7,50,0.43000000000000005,False,5
2026-06-04 09:03:24.120000+00:00,232,,,False,NORMAL,8,50,0.42000000000000004,False,5
2026-06-04 09:03:24.960000+00:00,233,,,False,NORMAL,9,50,0.41000000000000003,False,5
2026-06-04 09:03:25.800000+00:00,234,,,False,NORMAL,8,50,0.42000000000000004,False,5
2026-06-04 09:03:26.640000+00:00,235,,,False,NORMAL,7,50,0.43000000000000005,False,5
2026-06-04 09:03:27.480000+00:00,236,,,False,NORMAL,6,50,0.43999999999999995,False,5
2026-06-04 09:03:28.320000+00:00,237,,,False,NORMAL,7,50,0.43000000000000005,False,5
2026-06-04 09:03:30+00:00,238,,,False,NORMAL,8,50,0.42000000000000004,False,5
2026-06-04 09:03:30.840000+00:00,239,,,False,NORMAL,9,50,0.41000000000000003,False,5
2026-06-04 09:03:31.680000+00:00,240,,,False,NORMAL,8,50,0.42000000000000004,False,5
2026-06-04 09:03:32.520000+00:00,241,,,False,NORMAL,9,50,0.41000000000000003,False,5
2026-06-04 09:03:33.360000+00:00,242,,,False,NORMAL,10,50,0.4,False,5
2026-06-04 09:03:34.200000+00:00,243,,,False,NORMAL,11,50,0.39,False,5
2026-06-04 09:03:35.040000+00:00,244,,,False,NORMAL,12,50,0.38,False,5
2026-06-04 09:03:36.720000+00:00,245,,,False,NORMAL,11,50,0.39,False,5
2026-06-04 09:03:37.560000+00:00,246,,,False,NORMAL,12,50,0.38,False,5
2026-06-04 09:03:38.400000+00:00,247,,,False,NORMAL,11,50,0.39,False,5
2026-06-04 09:03:39.240000+00:00,248,,,False,NORMAL,10,50,0.4,False,5
2026-06-04 09:03:40.080000+00:00,249,,,False,NORMAL,9,50,0.41000000000000003,False,5
2026-06-04 09:03:40.920000+00:00,250,,,False,NORMAL,10,50,0.4,False,5
2026-06-04 09:03:41.760000+00:00,251,,,False,NORMAL,9,50,0.41000000000000003,False,5
2026-06-04 09:03:42.600000+00:00,252,,,False,NORMAL,10,50,0.4,False,5
2026-06-04 09:03:43.440000+00:00,253,,,False,NORMAL,9,50,0.41000000000000003,False,5
2026-06-04 09:03:45.120000+00:00,254,,,False,NORMAL,10,50,0.4,False,5
2026-06-04 09:03:46.800000+00:00,255,,,False,NORMAL,9,50,0.41000000000000003,False,5
2026-06-04 09:03:47.640000+00:00,256,,,False,NORMAL,8,50,0.42000000000000004,False,5
2026-06-04 09:03:49.320000+00:00,257,,,False,NORMAL,7,50,0.43000000000000005,False,5
2026-06-04 09:03:51+00:00,258,,,False,NORMAL,6,50,0.43999999999999995,False,5
2026-06-04 09:03:51.840000+00:00,259,,,False,NORMAL,7,50,0.43000000000000005,False,5
2026-06-04 09:03:52.680000+00:00,260,,,False,NORMAL,6,50,0.43999999999999995,False,5
